Data Size,Time in millisecond
4399, 3209484175
4271, 3209814577
4304, 3210382414
4616, 3210783184
4041, 3211104132
4431, 3211348368
1219, 3211626902
1219, 3211828107
451, 3211904296
8957, 3262739076
1219, 3262923018
3507, 3263268741
5316, 3263641049
3762, 3263946415
4080, 3264306592
5221, 3264648042
7734, 3265000335
4006, 3265279490
3858, 3265578342
1219, 3265862321
1219, 3266176811
451, 3266241165
8957, 3322576786
1219, 3323175050
3535, 3323569104
5359, 3324032283
3676, 3324616876
4299, 3325043514
5190, 3325473370
6865, 3325919670
3578, 3326330088
3609, 3326723523
1219, 3327116564
1219, 3327446716
451, 3327537261
8957, 3368738280
1219, 3369028587
3539, 3369400594
5279, 3369841794
3726, 3370215215
4093, 3370598801
4338, 3371009178
4414, 3371454709
3818, 3371830125
3599, 3372222509
1219, 3372567864
1219, 3372919944
451, 3373015958
8957, 3415241664
1219, 3415428460
3549, 3415696168
5349, 3415995488
3813, 3416355119
3760, 3416676832
4078, 3417041097
4297, 3417352943
3545, 3417607967
3499, 3417923973
1219, 3418112819
1219, 3418282403
451, 3418340145
8957, 3487825754
1219, 3490540885
3575, 3493105856
5503, 3494796529
3904, 3496970191
4020, 3497330191
4360, 3498407748
4474, 3499562565
3587, 3501381125
3587, 3502523134
1219, 3504405245
1219, 3505060555
451, 3505102823
8957, 3522748343
1219, 3523219971
3543, 3523847100
5429, 3524129933
3917, 3524420732
4151, 3524657467
4297, 3524886155
3851, 3542301888
3206, 3543030858
3639, 3543799765
1219, 3545173366
1219, 3546540951
451, 3546956450
8957, 3591619090
1219, 3591924391
3533, 3592571645
5502, 3593134881
4412, 3593701870
4068, 3594418112
4173, 3594898642
3865, 3596456865
3320, 3599675739
3553, 3601385361
1219, 3602879244
1219, 3605356710
451, 3605463709
